ItemTemplate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Name,ParentItem,ParentTable,SecondTable,ReqLevel,Skill,CraftTime,Weight,RepairType,MaxUses,NoDefault,ParentRecipe,TagRecipe,Ingredients,StaticIngredients,Products,Fuel,Yield,PluralName,Description,BlockChunks,RequireModule,FriendlyName,Category,Tags,CraftExperience,Labor,BackingCurrency,EcopediaCategory,EcopediaPage,,,,,,,,,,,,,,,,
CreosoteBush,Reapable,,0.6,Plant,1,0.8,"PlantFibers,1,3,1;CreosoteBushSeed,1,2,0.1",6,Medium,0.7,0.75,0.9,1,0,0.05,0.25,0.3,0,0,0.1,0.2,5,9,0.2,0.8,"Nitrogen, 0.4, 0.5;Phosphorus, 0.1, 0.2;Potassium, 0.2, 0.3;SoilMoisture, 0.3, 0.2","FertileGround, 1;ShrubSpace, 4",Default,Medium,Default,,1,,Plants,Plants,,,,,,,,,,
CriminiMushroom,,x,,Plant,1,0.8,"CriminiMushrooms,1,3,1;CriminiMushroomSpores,1,2,0.2",1,Minor,0.4,0.45,0.75,0.8,0.6,0.65,0.85,0.9,0,0,0.1,0.2,,,,0.8,"Potassium, 0.1, 0.2;SoilMoisture, 0.1, 0.1","FertileGround, 3.6;ShrubSpace, 3.6",Default,Medium,Default,x,1,,Plants,Fungi,,,,,,,,,,
DeerLichen,Reapable,,,Plant,1,0.8,"PlantFibers,1,3,1",8,Medium,0.1,0.12,0.3,0.35,0,0.05,0.48,0.5,0,0,0.1,0.2,10,20,0.2,0.8,"Phosphorus, 0.1, 0.2;SoilMoisture, 0.1, 0.05","FertileGround, 3;ShrubSpace, 3",Default,Medium,Default,,1,,Plants,Fungi,,,,,,,,,,
DesertMoss,Reapable,,,Plant,1,0.8,"PlantFibers,1,3,1",4,Medium,0.7,0.75,0.95,1,0,0.1,0.25,0.35,0,0,0.1,0.2,5,11,0.2,0.8,"Nitrogen, 0.1, 0.2;Phosphorus, 0.3, 0.15;Potassium, 0.3, 0.4;SoilMoisture, 0.1, 0.05","FertileGround, 1;ShrubSpace, 3",Default,Medium,Default,,1,,Plants,Plants,,,,,,,,,,
DwarfWillow,Reapable,,0.75,Plant,1,0.8,"PlantFibers,1,3,1;DwarfWillowSeed,1,2,0.1",3,Medium,0.1,0.11,0.19,0.3,0.1,0.24,0.48,0.5,0,0,0.1,0.2,,,,0.6,"Nitrogen, 0.1, 0.2;Phosphorus, 0.15, 0.3;Potassium, 0.1, 0.2;SoilMoisture, 0.05, 0.1","FertileGround, 3;ShrubSpace, 3",Default,Medium,Default,,1,,Plants,Plants,,,,,,,,,,
Fern,Reapable,x,0.8,Plant,1,0.8,"Fiddleheads,1,4,1;FernSpore,1,2,0.15",2,Minor,0.2,0.25,0.55,0.7,0.5,0.52,0.58,0.6,0,0,0.1,0.2,7,13,0.2,0.8,"Nitrogen, 0.2, 0.1;Phosphorus, 0.1, 0.02;Potassium, 0.2, 0.04;SoilMoisture, 0.3, 0.2","FertileGround, 2.5;ShrubSpace, 2.5",Default,Medium,Default,x,1,,Plants,Plants,,,,,,,,,,
FilmyFern,Reapable,x,0.75,Plant,1,0.8,"PlantFibers,1,3,1;FilmyFernSpore,1,2,0.15",4,Minor,0.6,0.65,0.75,0.8,0.7,0.75,0.9,1,0,0,0.1,0.2,,,,0.8,"Nitrogen, 0.2, 0.1;Phosphorus, 0.1, 0.02;Potassium, 0.2, 0.04;SoilMoisture, 0.3, 0.2","FertileGround, 3;ShrubSpace, 3",Default,Medium,Default,,1,,Plants,Plants,,,,,,,,,,
Fir,,,,Tree,1,5.5,"FirLog,0,50,1",15,TreeMedium,0.19,0.23,0.45,0.5,0.5,0.52,0.58,0.6,0,0,0.1,0.2,,,,0.4,"SoilMoisture, 0.1, 0.5","FertileGround, 5;CanopySpace, 26",Tree,Medium,NoScythe,,1,,Plants,Trees,,,,,,,,,,
Fireweed,Reapable,,0.8,Plant,1,0.8,"FireweedShoots,1,3,1;FireweedSeed,1,2,0.2",8,Medium,0.1,0.12,0.28,0.3,0.2,0.24,0.48,0.5,0,0,0.1,0.2,10,20,0.8,0.8,"Nitrogen, 0.1, 0.2;Phosphorus, 0.15, 0.3;Potassium, 0.1, 0.2;SoilMoisture, 0.05, 0.1","FertileGround, 1;ShrubSpace, 2",Default,Medium,Default,,1,,Plants,Plants,,,,,,,,,,
Heliconia,Reapable,,0.5,Plant,1,0.8,"PlantFibers,1,3,1;HeliconiaSeed,1,2,0.2",4,Medium,0.6,0.65,0.75,0.8,0.7,0.75,0.95,1,0,0,0.1,0.2,,,,0.6,"Nitrogen, 0.2, 0.1;Phosphorus, 0.1, 0.02;Potassium, 0.2, 0.04;SoilMoisture, 0.3, 0.2","FertileGround, 2.5;ShrubSpace, 2.5",Default,Medium,Default,,1,,Plants,Plants,,,,,,,,,,
Huckleberry,,x,0.75,Plant,1,1.2,"Huckleberries,1,4,1;HuckleberrySeed,1,2,0.1",8,Medium,0.2,0.25,0.75,0.8,0.5,0.52,0.58,0.6,0,0,0.1,0.2,,,,0.5,"Nitrogen, 0.1, 0.1;Phosphorus, 0.1, 0.15;Potassium, 0.2, 0.2;SoilMoisture, 0.2, 0.05","FertileGround, 5;ShrubSpace, 5",Default,Medium,Pickable,x,1,,Plants,Plants,,,,,,,,,,
Jointfir,Reapable,,0.75,Plant,1,0.8,"PlantFibers,1,4,1;JointfirSeed,1,2,0.1",4,Medium,0.7,0.75,0.85,1,0.05,0.1,0.25,0.3,0,0,0.1,0.2,5,9,0.2,0.8,"Phosphorus, 0.1, 0.2;SoilMoisture, 0.1, 0.05","FertileGround, 4;ShrubSpace, 4",Default,Medium,Default,,1,,Plants,Plants,,,,,,,,,,
Joshua,,,,Tree,1,7,"JoshuaLog,0,40,1",12,TreeMinor,0.65,0.7,0.85,0.9,0.12,0.2,0.3,0.32,0,0,0.1,0.2,,,,0.8,"SoilMoisture, 0.0, 1.0","FertileGround, 4;CanopySpace, 30",Tree,Medium,NoScythe,,1,,Plants,Trees,,,,,,,,,,
Kelp,"UnderWater, Reapable",,0.5,Plant,1,0.8,"Kelp,1,2,1",5,Minor,0.38,0.5,0.9,1,0,0.1,0.9,1,0.4,0.5,1,1.1,,,,0.8,"Nitrogen, 0.1, 0.05;Phosphorus, 0.1, 0.05;Potassium, 0.1, 0.05;SoilMoisture, 0.1, 0.1","UnderwaterFertileGround, 4",Default,Medium,Default,,2,,Plants,Plants,,,,,,,,,,
KingFern,"Reapable, Diggable",,0.5,Plant,1,0.8,"PlantFibers,1,3,1;KingFernSpore,1,2,0.2",2,Medium,0.6,0.65,0.75,0.8,0.7,0.75,0.95,1,0,0,0.1,0.2,,,,0.6,"Nitrogen, 0.2, 0.1;Phosphorus, 0.1, 0.02;Potassium, 0.2, 0.04;SoilMoisture, 0.3, 0.2","FertileGround, 4;ShrubSpace, 4",Default,Medium,Default,,1,,Plants,Plants,,,,,,,,,,
LatticeMushroom,,x,,Plant,1,0.8,"PlantFibers,1,2,1;LatticeMushroomSpores,1,2,0.2",6,Minor,0.6,0.65,0.75,0.8,0.7,0.75,0.95,1,0,0,0.1,0.2,,,,0.8,"Phosphorus, 0.1, 0.2;SoilMoisture, 0.1, 0.05","FertileGround, 3;ShrubSpace, 3",Default,Medium,Default,,1,,Plants,Fungi,,,,,,,,,,
Lupine,Reapable,,0.8,Plant,1,0.8,"PlantFibers,1,2,1",2,Medium,0.2,0.24,0.28,0.3,0.2,0.44,0.48,0.5,0,0,0.1,0.2,15,20,0.15,0.8,"Phosphorus, 0.1, 0.2;SoilMoisture, 0.1, 0.05","FertileGround, 3;ShrubSpace, 3",Default,Medium,Default,,1,,Plants,Plants,,,,,,,,,,
Oak,,,,Tree,1,7,"OakLog,0,80,1",12,TreeMajor,0.4,0.45,0.76,0.8,0.4,0.43,0.47,0.5,0,0,0.1,0.2,,,,0.5,"SoilMoisture, 0.1, 0.2","FertileGround, 20;CanopySpace, 50",Tree,Medium,NoScythe,,1,,Plants,Trees,,,,,,,,,,
OceanSpray,Reapable,,0.5,Plant,1,0.8,"PlantFibers,1,3,1;OceanSpraySeed,1,2,0.1",6,Medium,0.5,0.55,0.75,0.8,0.5,0.52,0.58,0.6,0,0,0.1,0.2,,,,0.8,"Nitrogen, 0.2, 0.1;Phosphorus, 0.1, 0.02;Potassium, 0.2, 0.04;SoilMoisture, 0.3, 0.2","FertileGround, 4;ShrubSpace, 4",Default,Medium,Default,,1,,Plants,Plants,,,,,,,,,,
OldGrowthRedwood,,,,Tree,1,30,"RedwoodLog,450,500,1",50,TreeMajor,0.32,0.35,0.48,0.5,0.5,0.52,0.58,0.6,0,0,0.1,0.2,1,2,0.05,0.1,"SoilMoisture, 0.1, 0.7","FertileGround, 20;CanopySpace, 26",NoSpread,Medium,NoScythe,,1,"Old growth redwood trees develop over centuries, with some living trees being over 2000 years old. Unlike most trees, these are a non-renewable resource and will not grow back if harvested.",Plants,Trees,,,,,,,,,,
Orchid,Reapable,x,,Plant,1,0.8,"PlantFibers,1,3,1;OrchidSeed,1,2,0.1",4,Minor,0.6,0.65,0.75,0.8,0.7,0.75,0.95,1,0,0,0.1,0.2,,,,0.8,"Phosphorus, 0.1, 0.2;SoilMoisture, 0.1, 0.05","FertileGround, 3;ShrubSpace, 3",Default,Medium,Default,,1,,Plants,Plants,,,,,,,,,,
Palm,,,,Tree,1,4.5,"PalmLog,0,30,1",12,TreeMinor,0.6,0.6,0.8,0.8,0.7,0.75,0.95,1,0,0,0.1,0.2,,,,0.7,"SoilMoisture, 0.0, 1.0","FertileGround, 1;CanopySpace, 5",Tree,Medium,NoScythe,,1,,Plants,Trees,,,,,,,,,,
Papaya,Reapable,x,0.75,Plant,1,1.2,"Papaya,1,3,1;PapayaSeed,1,2,0.1",6,Medium,0.6,0.65,0.75,0.8,0.7,0.75,0.95,1,0,0,0.1,0.2,,,,0.8,"Nitrogen, 0.2, 0.1;Phosphorus, 0.1, 0.02;Potassium, 0.2, 0.04;SoilMoisture, 0.3, 0.2","FertileGround, 3.5;ShrubSpace, 3.5",Default,Medium,Pickable,x,1,,Plants,Plants,,,,,,,,,,
PeatMoss,Reapable,,,Plant,1,0.8,"PlantFibers,1,3,1",2,Medium,0.4,0.44,0.75,0.8,0.6,0.65,0.85,0.9,0,0,0.1,0.2,,,,0.8,"Phosphorus, 0.1, 0.2;SoilMoisture, 0.1, 0.05","FertileGround, 2;ShrubSpace, 2",Default,Medium,Default,,1,,Plants,Plants,,,,,,,,,,
Pineapple,Reapable,x,0.8,Plant,1,1.2,"Pineapple,1,1,1;PineappleSeed,1,2,0.1",5,Medium,0.6,0.65,0.75,0.8,0.7,0.75,0.95,1,0,0,0.1,0.2,,,,0.8,"Nitrogen, 0.2, 0.1;Phosphorus, 0.1, 0.02;Potassium, 0.2, 0.04;SoilMoisture, 0.3, 0.2","FertileGround, 4;ShrubSpace, 4",Default,Medium,Pickable,x,1,,Plants,Plants,,,,,,,,,,
PitcherPlant,Reapable,,,Plant,1,0.8,"PlantFibers,1,2,1",0.5,Minor,0.6,0.61,0.75,0.8,0.6,0.75,0.9,1,0,0,0.1,0.2,,,,0.8,"Nitrogen, 0.1, 0.1;Phosphorus, 0.1, 0.1;Potassium, 0.1, 0.1;SoilMoisture, 0.2, 0.2","FertileGround, 3;ShrubSpace, 3",Default,Medium,Default,,1,,Plants,Plants,,,,,,,,,,
PricklyPear,,x,0.6,Plant,1,1.2,"PricklyPearFruit,1,2,1;PricklyPearSeed,1,2,0.1",10,Minor,0.7,0.72,0.95,1,0,0.05,0.3,0.35,0,0,0.1,0.2,2,5,0.02,0.8,"Nitrogen, 0.3, 0.5;Phosphorus, 0.1, 0.2;Potassium, 0.2, 0.3;SoilMoisture, 0.2, 0.1","FertileGround, 1;ShrubSpace, 4.5",Default,Medium,Pickable,x,1,,Plants,Plants,,,,,,,,,,
Pumpkin,,x,0.8,Plant,1,0.8,"Pumpkin,1,2,1;PumpkinSeed,1,2,0.15",8,Medium,0.4,0.45,0.75,0.8,0.5,0.55,0.55,0.8,0,0,0.1,0.2,,,,0.5,"Phosphorus, 0.1, 0.2;SoilMoisture, 0.1, 0.05","FertileGround, 3;ShrubSpace, 3",Default,Medium,Default,x,1,,Plants,Plants,,,,,,,,,,
Redwood,,,,Tree,1,6,"RedwoodLog,0,60,1",15,TreeMajor,0.32,0.35,0.48,0.5,0.5,0.52,0.58,0.6,0,0,0.1,0.2,,,,0.4,"SoilMoisture, 0.1, 0.7","FertileGround, 20;CanopySpace, 26",Tree,Medium,NoScythe,,1,,Plants,Trees,,,,,,,,,,
Rice,Reapable,,,Plant,1,0.8,"Rice,1,4,1",2,Medium,0.4,0.42,0.75,0.8,0.4,0.45,0.75,0.8,0,0,0.1,0.2,,,,0.8,"Nitrogen, 0.1, 0.1;SoilMoisture, 0.2, 0.2","FertileGround, 2;ShrubSpace, 2",Default,Medium,Default,,1,,Plants,Plants,,,,,,,,,,
SaguaroCactus,,,,Tree,1,6,"SaguaroRib,0,30,1",12,TreeMinor,0.7,0.8,0.9,1,0,0.05,0.25,0.3,0,0,0.1,0.2,,,,0.6,"SoilMoisture, 0.1, 0.2","FertileGround, 4;CanopySpace, 15",Tree,Medium,NoScythe,,1,,Plants,Trees,,,,,,,,,,
Salal,Reapable,,0.75,Plant,1,0.8,"PlantFibers,1,3,1",4,Minor,0.19,0.22,0.48,0.5,0.48,0.52,0.58,0.6,0,0,0.1,0.2,,,,0.8,"Nitrogen, 0.08, 0.1;Phosphorus, 0.05, 0.1;Potassium, 0.05, 0.1;SoilMoisture, 0.05, 0.05","FertileGround, 1",Default,Medium,Default,,1,,Plants,Plants,,,,,,,,,,
Saxifrage,Reapable,,0.8,Plant,1,0.8,"PlantFibers,1,3,1;SaxifrageSeed,1,2,0.1",3,Minor,0.1,0.12,0.28,0.3,0.1,0.12,0.48,0.5,0,0,0.1,0.2,,,,0.6,"Nitrogen, 0.1, 0.1;SoilMoisture, 0.2, 0.2","FertileGround, 2;ShrubSpace, 2",Default,Medium,Default,,1,,Plants,Plants,,,,,,,,,,
Seagrass,"UnderWater, Reapable",,0.5,Plant,1,0.8,"PlantFibers,1,3,1",5,Minor,0.38,0.5,0.9,1,0,0.1,0.9,1,0.4,0.5,1,1.1,,,,0.8,"Nitrogen, 0.1, 0.05;Phosphorus, 0.1, 0.05;Potassium, 0.1, 0.05;SoilMoisture, 0.1, 0.1","UnderwaterFertileGround, 4",Default,Medium,Default,,2,,Plants,Plants,,,,,,,,,,
Spruce,,,,Tree,1,5.5,"SpruceLog,0,50,1",15,TreeMedium,0.2,0.22,0.3,0.32,0.2,0.25,0.45,0.55,0,0,0.1,0.2,,,,0.5,"SoilMoisture, 0.1, 0.5","FertileGround, 5;CanopySpace, 26",Tree,Medium,Default,,1,,Plants,Trees,,,,,,,,,,
Sunflower,Reapable,,0.5,Plant,1,0.8,"Sunflower,1,3,1;SunflowerSeed,1,3,0.5",5,Major,0.4,0.4,0.5,0.8,0.3,0.32,0.35,0.5,0,0,0.1,0.2,,,,0.8,"Nitrogen, 0.4, 0.4;Phosphorus, 0.4, 0.4;Potassium, 0.1, 0.1;SoilMoisture, 0.1, 0.1","FertileGround, 3;ShrubSpace, 3",Default,Medium,NoScythe,,1,,Plants,Plants,,,,,,,,,,
Switchgrass,Reapable,,0.8,Plant,1,0.8,"PlantFibers,1,3,1",1,Minor,0.38,0.42,0.62,0.62,0.28,0.32,0.48,0.52,0,0,0.1,0.2,,,,0.8,"Nitrogen, 0.01, 0.01;Phosphorus, 0.01, 0.01;Potassium, 0.01, 0.01;SoilMoisture, 0.01, 0.02","FertileGround, 1",Default,Medium,Grass,,1,,Plants,Plants,,,,,,,,,,
Taro,Diggable,,0.5,Plant,1,0.8,"TaroRoot,1,3,1;TaroSeed,1,2,0.15",6,Medium,0.6,0.65,0.75,0.8,0.7,0.75,0.95,1,0,0,0.1,0.2,,,,0.6,"Nitrogen, 0.2, 0.1;Phosphorus, 0.1, 0.02;Potassium, 0.2, 0.04;SoilMoisture, 0.3, 0.2","FertileGround, 2.5;ShrubSpace, 2.5",Default,Medium,Default,,1,,Plants,Plants,,,,,,,,,,
Tomatoes,,x,0.75,Plant,1,1.2,"Tomato,1,3,1;TomatoSeed,1,2,0.08",5,Medium,0.4,0.7,0.75,0.8,0.3,0.32,0.45,0.5,0,0,0.1,0.2,,,,0.6,"Nitrogen, 0.1, 0.2;Phosphorus, 0.1, 0.2;Potassium, 0.1, 0.2;SoilMoisture, 0.1, 0.2","FertileGround, 2;ShrubSpace, 4",Default,Medium,Pickable,x,1,,Plants,Plants,,,,,,,,,,
Trillium,Reapable,,,Plant,1,0.8,"PlantFibers,1,3,1;TrilliumSeed,1,2,0.1",2,Minor,0.2,0.25,0.6,0.7,0.5,0.52,0.58,0.6,0,0,0.1,0.2,,,,0.8,"Phosphorus, 0.1, 0.2;SoilMoisture, 0.1, 0.05","FertileGround, 3;ShrubSpace, 3",Default,Medium,Default,,1,,Plants,Plants,,,,,,,,,,
Urchin,UnderWater,x,,Plant,1,0.8,"Urchin,1,2,1",5,None,0.38,0.5,0.9,1,0,0.1,0.9,1,0.4,0.5,1,1.1,,,,0.5,"Nitrogen, 0.1, 0.2","UnderwaterFertileGround, 6",Default,Medium,Default,,2,,Animals,Invertebrates,,,,,,,,,,
Waterweed,"UnderWater, Reapable",,0.5,Plant,1,0.8,"PlantFibers,1,3,1",15,Minor,0.38,0.5,0.9,1,0,0.1,0.9,1,0,0,0.03,0.05,,,,0.8,"Nitrogen, 0.1, 0.1;Phosphorus, 0.1, 0.1;Potassium, 0.1, 0.1;SoilMoisture, 0.01, 0.01","UnderwaterFertileGround, 4",Default,Medium,Default,,1,,Plants,Plants,,,,,,,,,,
Wheat,Reapable,,0.75,Plant,1,0.8,"Wheat,1,3,1;WheatSeed,1,2,0.15",5,Medium,0.4,0.55,0.58,0.8,0.3,0.32,0.35,0.5,0,0,0.1,0.2,,,,0.6,"Nitrogen, 0.3, 0.3;Phosphorus, 0.2, 0.1;Potassium, 0.1, 0.1;SoilMoisture, 0.15, 0.05","FertileGround, 4;ShrubSpace, 4",Default,Medium,Default,,1,,Plants,Plants,,,,,,,,,,
WhiteBursage,Reapable,,0.75,Plant,1,0.8,"PlantFibers,1,3,1;WhiteBursageSeed,1,2,0.1",4,Medium,0.7,0.75,0.9,1,0,0.05,0.25,0.3,0,0,0.1,0.2,5,9,0.2,0.8,"Nitrogen, 0.4, 0.5;Phosphorus, 0.1, 0.2;Potassium, 0.2, 0.3;SoilMoisture, 0.3, 0.2","FertileGround, 1;ShrubSpace, 4",Default,Medium,Default,,1,,Plants,Plants,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CO2Table,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CO2,TreeMinor,TreeMedium,TreeMajor,Minor,Medium,Major,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CO2PerDay,-0.0375,-0.075,-0.15,-0.0001,-0.0002,-0.001,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PlantTypeTable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PlantType,Plant,Tree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HasBlock,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MaxRender,0.333333,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VoxelsPerEntry,5,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RatesTable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rates,Default,Tree,NoSpread,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MaxDeathRate,0.01,0.01,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MaxGrowthRate,0.02,0.02,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NoSpawn,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SpreadRate,0.001,0.0001,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PollutionResistanceTable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PollitionResistance,Medium,Major,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MaxPollutionDensity,0.7,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PollutionDensityTolerance,0.1,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HarvestingRulesTable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HarvestingRules,Grass,Pickable,Default,NoScythe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PickableAtPercent,0,0.8,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PostHarvestingGrowth,0.2,0.5,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RequiresHarvestable,,x,x,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ScythingKills,,x,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PlantLists,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Field,Entry,Names2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Water,X,"Waterweed,Kelp,Clam,Urchin,Seagrass",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AnimalTemplate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Name,IsPredator,BrainType,FoodSources,CalorieValue,ResourceList,MaturityAgeDays,Swimming,CantSwimNearCoast,WanderingSpeed,Speed,ClimbHeight,Health,Damage,AttackDelayMin,AttackDelayMax,FearFactor,AttackRange,HeadDistance,TimeLayToStand,TimeStandToLay,TimeAttackToIdle,ChanceToAttack,ReleasesCO2TonsPerDay,Description,EcopediaCategory,EcopediaPage,,,,,,,,,,,,,,,,,,,
Agouti,,LandAnimal,FilmyFern;Taro;Papaya;LatticeMushroom;Heliconia;Ceiba;KingFern;Orchid,80,"AgoutiCarcass,1,1",1,,,1,4.5,1,1.5,1,0.8,2.5,1,1,0.7,2.5,,,,0.02,A long-legged tropical rodent that can be found throughout the rainforest.,Animals,Mammals,,,,,,,,,,,,,,,,,,,
Alligator,x,Amphibious,Turkey;Tuna;Salmon;Trout;Deer;Elk;Hare;Agouti;SnappingTurtle;Tortoise;Crab,100,"AlligatorCarcass,1,1",1,x,,0.21,1.5,0,7,3,0.8,2.5,0,2.5,1.5,,,3.3,0.8,0.02,,Animals,Reptiles,,,,,,,,,,,,,,,,,,,
Bass,,Fish,Kelp;Seagrass,100,"Bass,1,1",1,x,x,1,1.5,,4,0,0,0,1,0,,,,,,0.02,,Animals,Fish,,,,,,,,,,,,,,,,,,,
BighornSheep,,HerdAnimal,DwarfWillow;PricklyPear;Agave;CreosoteBush;WhiteBursage,150,"BighornCarcass,1,1",1,,,1.2,5.5,1,6,1,0.8,2.5,1,1,0.9,2.5,,,,0.02,,Animals,Mammals,,,,,,,,,,,,,,,,,,,
Bison,,HerdAnimal,CommonGrass;Bunchgrass;Wheat;BigBluestem;Switchgrass,250,"BisonCarcass,1,1",1,,,1,4,1,12,1,0.8,2.5,0.6,1,1,4,3,,,0.2,,Animals,Mammals,,,,,,,,,,,,,,,,,,,
BlueShark,,Fish,Bass;PacificSardine;Tuna;Crab;MoonJellyfish,100,"BlueShark,1,1",1,x,x,1,2.5,,9,0,0,0,1,0,,,,,,0.02,,Animals,Fish,,,,,,,,,,,,,,,,,,,
Cod,,Fish,Kelp;Seagrass,50,"Cod,1,1",1,x,x,1,1.5,,4,0,0,0,1,0,,,,,,0.02,,Animals,Fish,,,,,,,,,,,,,,,,,,,
Coyote,x,LandPredator,Hare;BighornSheep;Deer;Tortoise;Turkey;Otter;PrairieDog,100,"CoyoteCarcass,1,1",1,,,0.5,4.5,1,4.5,3,0.8,2.5,0,2.5,0.5,4,,3,0.6,0.02,,Animals,Mammals,,,,,,,,,,,,,,,,,,,
Crab,,Amphibious,Clam;Urchin,50,"CrabCarcass,1,1",1,x,,0.2,0.5,0,3,3,0.8,2.5,1,1,1,,,,,0.02,,Animals,Invertebrates,,,,,,,,,,,,,,,,,,,
Deer,,LandAnimal,Huckleberry;Fern;Beans;Salal;Switchgrass;Bunchgrass;Wheat;DeerLichen;Trillium,180,"DeerCarcass,1,1",1,,,1,5.5,1,6,1,0.8,2.5,1,1,1,2.5,,,,0.02,,Animals,Mammals,,,,,,,,,,,,,,,,,,,
Elk,,LandAnimal,Huckleberry;OceanSpray;Fireweed;Fern;Beans;Salal;DeerLichen,200,"ElkCarcass,1,1",1,,,1.2,5.5,1,8.5,1,0.8,2.5,1,1,1,2.5,,,,0.02,,Animals,Mammals,,,,,,,,,,,,,,,,,,,
Fox,x,LandPredator,Hare;Turkey;PrairieDog,100,"FoxCarcass,1,1",1,,,0.9,5,1,3.5,1,0.8,2.5,0.9,1.5,,2.5,,1,0.2,0.02,,Animals,Mammals,,,,,,,,,,,,,,,,,,,
Hare,,HerdAnimal,Camas;Wheat;Bunchgrass;Corn;Huckleberry;BigBluestem;CreosoteBush;PricklyPear;Agave,30,"HareCarcass,1,1",1,,,1.2,5,1,1.5,1,0.8,2.5,0.8,1,,1.5,,,,0.02,,Animals,Mammals,,,,,,,,,,,,,,,,,,,
Jaguar,x,LandPredator,Agouti;SnappingTurtle,100,"JaguarCarcass,1,1",1,,,1,6.5,1,6,5,0.8,2.5,0,3,1,2.5,,3,0.6,0.02,,Animals,Mammals,,,,,,,,,,,,,,,,,,,
MoonJellyfish,,Fish,,100,"MoonJellyfish,1,1",1,x,x,1,1.5,,3,0,0,0,1,0,,,,,,0.02,,Animals,Invertebrates,,,,,,,,,,,,,,,,,,,
MountainGoat,,HerdAnimal,Saxifrage;Lupine;Fireweed;DwarfWillow;ArcticWillow,100,"MountainGoatCarcass,1,1",1,,,1.5,5.5,,6,1,0.8,2.5,1,1,0.75,2.5,,,,0.02,,Animals,Mammals,,,,,,,,,,,,,,,,,,,
